training_accuracy,validation_accuracy,test_accuracy,average_precision,average_recall,average_f1,timestamp
0.903676450252533,0.856249988079071,0.8444444444444444,0.8632734912146677,0.8477351080292257,0.8442599766734913,2025-05-24 02:30:45
